id	name	str	icon
1070075	Soulshot Pack - S grade	a,	br_cashtex.item.br_cash_pack_of_soulshot_s_i00
1070076	Blessed Spiritshot Large Pack - D grade	a,	br_cashtex.item.br_cash_large_pack_of_blessed_spiritshot_d_i00
1070077	Blessed Spiritshot Large Pack - C grade	a,	br_cashtex.item.br_cash_large_pack_of_blessed_spiritshot_c_i00
1070078	Blessed Spiritshot Large Pack - B grade	a,	br_cashtex.item.br_cash_large_pack_of_blessed_spiritshot_b_i00
1070079	Blessed Spiritshot Large Pack - A grade	a,	br_cashtex.item.br_cash_large_pack_of_blessed_spiritshot_a_i00
1070080	Blessed Spiritshot Large Pack - S grade	a,	br_cashtex.item.br_cash_large_pack_of_blessed_spiritshot_s_i00
1070081	Spiritshot Large Pack - D grade	a,	br_cashtex.item.br_cash_large_pack_of_spiritshot_d_i00
1070082	Spiritshot Large Pack - C grade	a,	br_cashtex.item.br_cash_large_pack_of_spiritshot_c_i00
1070083	Spiritshot Large Pack -  B grade	a,	br_cashtex.item.br_cash_large_pack_of_spiritshot_b_i00
1070084	Spiritshot Large Pack - A grade	a,	br_cashtex.item.br_cash_large_pack_of_spiritshot_a_i00
1070085	Spiritshot Large Pack - S grade	a,	br_cashtex.item.br_cash_large_pack_of_spiritshot_s_i00
1070086	Soulshot Large Pack - D grade	a,	br_cashtex.item.br_cash_large_pack_of_soulshot_d_i00
1070087	Soulshot Large Pack - C grade	a,	br_cashtex.item.br_cash_large_pack_of_soulshot_c_i00
1070088	Soulshot Large Pack -  B grade	a,	br_cashtex.item.br_cash_large_pack_of_soulshot_b_i00
1070089	Soulshot Large Pack - A grade	a,	br_cashtex.item.br_cash_large_pack_of_soulshot_a_i00
1070090	Soulshot Large Pack - S grade	a,	br_cashtex.item.br_cash_large_pack_of_soulshot_s_i00
1070091	Wrapped daisy hairpin	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070092	Wrapped forget-me-not hairpin	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070093	Wrapped outlaw's eyepatch	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070094	Wrapped pirate's eyepatch	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070095	Wrapped Monocle	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070096	Wrapped Red Mask of Victory	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070097	Wrapped Red Horn of Victory	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070098	Wrapped Party Mask	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070099	Wrapped Red Party Mask	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070100	Wrapped Cat Ear	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070101	Wrapped Noblewoman's Hairpin	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070102	Wrapped Raccoon Ear	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070103	Wrapped Rabbit Ear	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070104	Wrapped Little Angel's Wings	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070105	Wrapped Fairy's Tentacle	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070106	Wrapped Dandy's Chapeau	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070107	Wrapped Artisan's Goggles	a,	br_cashtex.item.br_cash_wrapped_accessary_i00
1070108	Wrapped Pet Exchange Ticket - Buffalo	a,	br_cashtex.item.br_cash_wrapped_pet_i00
1070109	Wrapped Pet Exchange Ticket - Cougar	a,	br_cashtex.item.br_cash_wrapped_pet_i00
1070110	Wrapped Pet Exchange Ticket - kookaburra	a,	br_cashtex.item.br_cash_wrapped_pet_i00
1070111	Blessed Wolf Hat Package	a,A wolf hat with a special function is acquired. Shadow Item\0	br_cashtex.item.br_cash_wrapped_accessary_i00
1070112	Rune of Exp. Points 30% - 5 hours	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070113	Rune of Exp. Points 50% - 5 hours	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070114	Rune of Exp. Points 30% - 10 hours	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070115	Rune of Exp. Points 50% - 10 hours	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070116	Rune of Exp. Points 30% - 7 days	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070117	Rune of Exp. Points 50% - 7 days	a,	br_cashtex.item.br_cash_rune_of_exp_i00
1070118	Rune of SP 30% - 5 hours	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070119	Rune of SP 50% - 5 hours	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070120	Rune of SP 30% - 10 hours	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070121	Rune of SP 50% - 10 hours	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070122	Rune of SP 30% - 7 days	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070123	Rune of SP 50% - 7 days	a,	br_cashtex.item.br_cash_rune_of_sp_i00
1070124	Rune of Crystal level 3 - 5 hours	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070125	Rune of Crystal level 5 - 5 hours	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070126	Rune of Crystal level 3 - 10 hours	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070127	Rune of Crystal level 5 - 10 hours	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070128	Rune of Crystal level 3 - 7 days	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070129	Rune of Crystal level 5 - 7 days	a,	br_cashtex.item.br_cash_rune_of_rp_i00
1070130	Weapon-type Enhance Backup Stone (D-Grade) 	a,	icon.ench_wp_stone_i00
1070131	Weapon-type Enhance Backup Stone (C-Grade) 	a,	icon.ench_wp_stone_i01
1070132	Weapon-type Enhance Backup Stone (B-Grade) 	a,	icon.ench_wp_stone_i02
1070133	Weapon-type Enhance Backup Stone (A-Grade) 	a,	icon.ench_wp_stone_i03
1070134	Weapon-type Enhance Backup Stone (S-Grade) 	a,	icon.ench_wp_stone_i04
1070135	Armor-type Enhance Backup Stone (D-Grade) 	a,	icon.ench_am_stone_i00
1070136	Armor-type Enhance Backup Stone (C-Grade) 	a,	icon.ench_am_stone_i01
1070137	Armor-type Enhance Backup Stone (B-Grade) 	a,	icon.ench_am_stone_i02
1070138	Armor-type Enhance Backup Stone (A-Grade) 	a,	icon.ench_am_stone_i03
1070139	Armor-type Enhance Backup Stone (S-Grade) 	a,	icon.ench_am_stone_i04
1070140	Beast Soulshot Pack	a,	BranchSys.icon.br_box_beast_soul_shot_i00
1070141	Beast Spiritshot Pack	a,	BranchSys.icon.br_box_beast_spirit_shot_i00
1070142	Blessed Beast Spiritshot Pack	a,	BranchSys.icon.br_box_blessed_beast_spirit_shot_i00
1070143	Beast Soulshot Large Pack	a,	BranchSys.icon.br_box_beast_soul_shot_i00
1070144	Beast Spiritshot Large Pack	a,	BranchSys.icon.br_box_beast_spirit_shot_i00
1070145	Blessed Beast Spiritshot Large Pack	a,	BranchSys.icon.br_box_blessed_beast_spirit_shot_i00
1070146	Omen Beast Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070147	Death Blader Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070148	Grail Apostle Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070149	Unicorn Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070150	Lilim Knight Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070151	Golem Guardian Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070152	Inferno Drake Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070153	Dragon Bomber Transformation Scroll	a,	BranchSys.icon.br_scroll_of_transformation_i00
1070154	Escape - Talking Island Village	a,	BranchSys.icon.br_escape_scroll_i00
1070155	Escape - Elven Village	a,	BranchSys.icon.br_escape_scroll_i00
1070156	Escape - Dark Elven Village	a,	BranchSys.icon.br_escape_scroll_i00
1070157	Escape - Orc Village	a,	BranchSys.icon.br_escape_scroll_i00
1070158	Escape - Dwarven Village	a,	BranchSys.icon.br_escape_scroll_i00
1070159	Escape - Gludin Village	a,	BranchSys.icon.br_escape_scroll_i00
1070160	Escape - Town of Gludio	a,	BranchSys.icon.br_escape_scroll_i00
1070161	Escape - Town of Dion	a,	BranchSys.icon.br_escape_scroll_i00
1070162	Escape - Floran Village	a,	BranchSys.icon.br_escape_scroll_i00
1070163	Escape - Giran Castle Town	a,	BranchSys.icon.br_escape_scroll_i00
1070164	Escape - Hardin's Academy	a,	BranchSys.icon.br_escape_scroll_i00
1070165	Escape - Heine	a,	BranchSys.icon.br_escape_scroll_i00
1070166	Escape - Town of Oren	a,	BranchSys.icon.br_escape_scroll_i00
1070167	Escape - Ivory Tower	a,	BranchSys.icon.br_escape_scroll_i00
1070168	Escape - Hunters Village	a,	BranchSys.icon.br_escape_scroll_i00
1070169	Escape - Town of Aden	a,	BranchSys.icon.br_escape_scroll_i00
1070170	Escape - Town of Goddard	a,	BranchSys.icon.br_escape_scroll_i00
1070171	Escape - Rune Township	a,	BranchSys.icon.br_escape_scroll_i00
1070172	Escape - Town of Schuttgart	a,	BranchSys.icon.br_escape_scroll_i00
1070173	Free Teleport Scroll	a,	icon.bookmark_book_i00
1070174	Free Teleport Spellbook 5 Sheet Bundle	a,	icon.bookmark_scroll_i00
1070175	Free Teleport Spellbook 10 Sheet Bundle	a,	icon.bookmark_scroll_i00
1070176	Free Teleport Flag 5 Sheet Bundle	a,	BranchSys.icon.br_flag_of_bookmark_i00
1070177	Free Teleport Flag 10 Sheet Bundle	a,	BranchSys.icon.br_flag_of_bookmark_i00
1070178	Extra Entrance Pass - Kamaloka (Hall of the Abyss) 5 Sheet Bundle	a,	icon.ticket_i00
1070179	Extra Entrance Pass - Kamaloka (Hall of the Abyss) 10 Sheet Bundle	a,	icon.ticket_i00
1070180	Extra Entrance Pass - Near Kamaloka 5 Sheet Bundle	a,	icon.ticket_i00
1070181	Extra Entrance Pass - Near Kamaloka 10 Sheet Bundle	a,	icon.ticket_i00
1070182	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss) 5 Sheet Bundle	a,	icon.ticket_i00
1070183	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss) 10 Sheet Bundle	a,	icon.ticket_i00
1070184	Feather of Blessing	a,	icon.blessed_feather_i00
1070185	Color Name	a,	icon.color_name_i00
1070186	High Grade Potion of Will	a,	BranchSys.icon.br_cp_potion_i01
1070187	Secret medicine of Will - D grade	a,	br_cashtex.item.br_cash_elixir_of_combative_d_i00
1070188	Secret medicine of Will - C grade	a,	br_cashtex.item.br_cash_elixir_of_combative_c_i00
1070189	Secret medicine of Will - B grade	a,	br_cashtex.item.br_cash_elixir_of_combative_b_i00
1070190	Secret medicine of Will - A grade	a,	br_cashtex.item.br_cash_elixir_of_combative_a_i00
1070191	Secret medicine of Will - S grade	a,	br_cashtex.item.br_cash_elixir_of_combative_s_i00
1070192	Secret medicine of Life - D grade	a,	br_cashtex.item.br_cash_elixir_of_life_d_i00
1070193	Secret medicine of Life - C grade	a,	br_cashtex.item.br_cash_elixir_of_life_c_i00
1070194	Secret medicine of Life - B grade	a,	br_cashtex.item.br_cash_elixir_of_life_b_i00
1070195	Secret medicine of Life - A grade	a,	br_cashtex.item.br_cash_elixir_of_life_a_i00
1070196	Secret medicine of Life - S grade	a,	br_cashtex.item.br_cash_elixir_of_life_s_i00
1070197	Potion of Energy Maintenance	a,	BranchSys.icon.br_vitality_potion_i00
1070198	Potion of Energy Replenishing	a,	BranchSys.icon.br_vitality_potion_i01
1070199	Sweet Fruit Cocktail	a,	BranchSys.icon.br_fruit_cocktail_i00
1070200	Fresh Fruit Cocktail	a,	BranchSys.icon.br_fruit_cocktail_i01
1070201	Sudden Agathion 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070202	Shiny Agathion 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070203	Sobbing Agathion 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070204	Agathion of Love 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070205	Pumpkin Transformation Stick 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070206	Kat the Cat Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070207	Feline Queen Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070208	Monster Eye Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070209	Brown Bear Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070210	Fungus Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070211	Skull Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070212	Ornithomimus Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070213	Feline King Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070214	Kai the Cat Hat 7 Day Pack	a,	icon.etc_pi_gift_box_i02
1070215	Goggle Pack	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1070216	Napoleon Hat Pack	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1070217	Black Gem Mask Pack	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1070218	Afro Hair Pack - Gold	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1070219	Afro Hair Pack - Pink	a,	BranchSys.icon.br_four_leaf_clover_box_i00
1070220	Horn Rimmed Glasses Pack	a,	icon.etc_pi_gift_box_i00
1070221	Afro Hair Pack 	a,	icon.etc_pi_gift_box_i00
1070222	Afro Hair Pack - Big Head, Firework	a,	icon.etc_pi_gift_box_i00
1070223	Afro Hair Pack - Wind Walk	a,	icon.etc_pi_gift_box_i00
1070224	Uniform Hat Pack	a,	icon.etc_pi_gift_box_i00
1070225	Assassin's Bamboo Hat Pack	a,	icon.etc_pi_gift_box_i00
1070226	Ruthless Tribe Mask Pack	a,	icon.etc_pi_gift_box_i00
1070227	Ribbon Hairband Pack	a,	icon.etc_pi_gift_box_i00
1070228	Visor Pack	a,	icon.etc_pi_gift_box_i00
1070229	Hunting Helper Exchange Coupon - 1 sheet	a,	icon.etc_ticket_red_i00
1070230	Hunting Helper Exchange Coupon - 3 sheet	a,	icon.etc_ticket_red_i00
1070231	High Quality Hunting Helper Exchange Coupon - 1 sheet	a,	icon.etc_ticket_red_i00
1070232	High Quality Hunting Helper Exchange Coupon - 3 sheet	a,	icon.etc_ticket_red_i00
1070233	Steam Beatle Mounting Bracelet 7 Day Pack	a,	icon.etc_pi_gift_box_i00
1070234	Light Purple Maned Horse Bracelet 30 Day Pack	a,	icon.etc_pi_gift_box_i00
